NVRID,NAMN,SKYDDSTYP,BESLSTATUS,URSBESLDAT,URSGALLDAT,SENGALLDAT,LAN,KOMMUN,IUCNKAT,FORVALTARE,AREA_HA,LAND_HA,VATTEN_HA,SKOG_HA,GEOSTATUS,DIARIENR,LAGRUM,BESLMYND
2021205,Sporrakulla,Naturreservat,Gällande,"""2010-02-17T00:00:00.000Z""","""2010-03-19T00:00:00.000Z""","""2010-03-19T00:00:00.000Z""",Skåne Län,Östra Göinge,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Skåne län,22.2,22.28,0,20.427,Slutligt inmätt,"511-80088-09 och 511-1716-10, 1256-203",Miljöbalken,Länsstyrelse
2001801,Bjersjöholms ädellövskog,Naturreservat,Gällande,"""1993-01-12T00:00:00.000Z""","""1993-02-13T00:00:00.000Z""","""2010-03-19T00:00:00.000Z""",Skåne Län,Ystad,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Skåne län,11.01,11.07,0,8.971,Slutligt inmätt,"511-85145-09, 511-1717-10",Miljöbalken,Länsstyrelse
2004481,Råbyskogen,Naturreservat,Gällande,"""2006-01-11T00:00:00.000Z""","""2006-02-14T00:00:00.000Z""","""2006-02-14T00:00:00.000Z""",Jönköpings Län,Jönköping,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Jönköpings län,115.68,114.02,1.57,112.603,Slutligt inmätt,511-13467-99,Miljöbalken,Länsstyrelse
2001141,Norrpada,Naturreservat,Gällande,"""1975-02-26T00:00:00.000Z""","""1975-03-26T00:00:00.000Z""","""1975-03-26T00:00:00.000Z""",Stockholms Län,Norrtälje,"Ia, Strikt naturreservat (Strict Nature Reserve)",Skärgårdsstiftelsen i Stockholms län,36.3,34.17,2.19,3.176,Justerad mot fastighetskarta,11.121-127-73  0188-02-030,Naturvårdslagen,Länsstyrelse
2024650,Västra Marströmmen,Naturreservat,Gällande,"""2011-04-11T00:00:00.000Z""","""2014-01-04T00:00:00.000Z""","""2014-01-04T00:00:00.000Z""",Kalmar Län,Västervik,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Kalmar län,270.73,232.64,38.12,190.743,Slutligt inmätt,511-3788-12,Miljöbalken,Länsstyrelse
2021850,Gråtbron,Naturreservat,Gällande,"""2010-12-22T00:00:00.000Z""","""2011-01-21T00:00:00.000Z""","""2011-01-21T00:00:00.000Z""",Västmanlands Län,Köping,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Västmanlands län,18.58,18.67,0,18.254,Slutligt inmätt,511-12148-09,Miljöbalken,Länsstyrelse
2030949,Vithult,Naturreservat,Gällande,"""2012-12-19T00:00:00.000Z""","""2013-04-25T00:00:00.000Z""","""2014-08-04T00:00:00.000Z""",Kronobergs Län,Uppvidinge,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Kronobergs län,440.1,439.33,0.75,372.869,Slutligt inmätt,511-3905-2013,Miljöbalken,Länsstyrelse
2003026,Skoghejdan,Naturreservat,Gällande,"""2005-11-04T00:00:00.000Z""","""2005-12-02T00:00:00.000Z""","""2005-12-02T00:00:00.000Z""",Skåne Län,Ystad,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Skåne län,87.67,84.83,2.86,33.057,Ospecificerad,511-29106-02 och 511-37617-05,Miljöbalken,Länsstyrelse
2000115,Bosarve,Naturreservat,Gällande,"""1980-11-24T00:00:00.000Z""","""1981-02-05T00:00:00.000Z""","""1981-02-05T00:00:00.000Z""",Gotlands Län,Gotland,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Gotlands län,2.49,2.49,0,1.929,Slutligt inmätt,"11.121-281-71, 11.131-976-87",Naturvårdslagen,Länsstyrelse
2001036,Dundret,Naturreservat,Gällande,"""1970-05-13T00:00:00.000Z""","""1970-05-13T00:00:00.000Z""","""1970-05-13T00:00:00.000Z""",Norrbottens Län,Gällivare,"V, Skyddat landskap/havsområde (Protected Landscape/Seascape)",Länsstyrelsen i Norrbottens län,5197.02,5193.99,2.9,299.858,Slutligt inmätt,IIIR11-9-69,Naturvårdslagen,Länsstyrelse
2002542,Slätön-Medholma,Naturreservat,Gällande,"""1970-12-04T00:00:00.000Z""","""1970-12-04T00:00:00.000Z""","""1970-12-04T00:00:00.000Z""",Uppsala Län,Östhammar,"V, Skyddat landskap/havsområde (Protected Landscape/Seascape)",Länsstyrelsen i Uppsala län,1855.26,386.19,1469.05,346.743,Justerad mot fastighetskarta,22R11-84-70     RrC 35,Naturvårdslagen,Länsstyrelse
2000258,Norrbyhammar,Naturreservat,Gällande,"""1998-09-11T00:00:00.000Z""","""1998-09-11T00:00:00.000Z""","""1998-09-11T00:00:00.000Z""",Örebro Län,Lindesberg,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Örebro län,38.54,38.53,0.06,35.579,Justerad mot fastighetskarta,231-03756-98,Naturvårdslagen,Länsstyrelse
2013435,Brötalyckornas naturreservat,Naturreservat,Gällande,"""2007-06-25T00:00:00.000Z""","""2007-07-24T00:00:00.000Z""","""2007-07-24T00:00:00.000Z""",Blekinge Län,Sölvesborg,"0, Områden som ej kan klassificeras enligt IUCN: s system.",Sölvesborgs kommun,1.93,1.89,0,1.575,Slutligt inmätt,2006-2573,Miljöbalken,Kommun
2014213,Skoga,Naturreservat,Gällande,"""2008-09-25T00:00:00.000Z""","""2008-10-24T00:00:00.000Z""","""2008-11-13T00:00:00.000Z""",Hallands Län,Kungsbacka,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Hallands län,21.61,21.72,0,21.581,Slutligt inmätt,511-4389-03,Miljöbalken,Länsstyrelse
2002657,Södra Greda löväng,Naturreservat,Gällande,"""1962-05-17T00:00:00.000Z""","""1962-05-17T00:00:00.000Z""","""1962-05-17T00:00:00.000Z""",Kalmar Län,Borgholm,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Kalmar län,3.1,3.11,0,0.987,Slutligt inmätt,"3 R 11-12-68, 271",Naturvårdslagen,Länsstyrelse
2002611,Ekdalen,Naturreservat,Gällande,"""1998-06-26T00:00:00.000Z""","""1998-06-26T00:00:00.000Z""","""2014-12-22T00:00:00.000Z""",Uppsala Län,Uppsala,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Uppsala län,19.97,20.05,0,19.398,Slutligt inmätt,511-5311-12,Miljöbalken,Länsstyrelse
2001772,Hanekulla,Naturreservat,Gällande,"""2002-10-25T00:00:00.000Z""","""2002-11-26T00:00:00.000Z""","""2007-06-01T00:00:00.000Z""",Östergötlands Län,Kinda,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Östergötlands län,54.36,54.33,0,52.393,Slutligt inmätt,511-17897-05,Miljöbalken,Länsstyrelse
2001477,Isternäset,Naturreservat,Gällande,"""2001-03-26T00:00:00.000Z""","""2001-03-26T00:00:00.000Z""","""2001-03-26T00:00:00.000Z""",Skåne Län,Kristianstad,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Kristianstads kommun,107.7,99.75,8.01,0.825,Slutligt inmätt,"231-8471-97, 1290-218",Miljöbalken,Länsstyrelse
2000306,Kungshögshällarnas domänreservat,Naturreservat,Gällande,"""1996-12-10T00:00:00.000Z""","""1997-01-10T00:00:00.000Z""","""1997-01-10T00:00:00.000Z""",Gävleborgs Län,Sandviken,"III, Naturmonument (Natural Monument)",Länsstyrelsen i Gävleborgs län,5.61,5.65,0,5.61,Slutligt inmätt,"6212-95, 00-001-050",Naturvårdslagen,Länsstyrelse
2001078,Gullbranna,Naturreservat,Gällande,"""1972-06-30T00:00:00.000Z""","""1972-06-30T00:00:00.000Z""","""2010-04-07T00:00:00.000Z""",Hallands Län,Halmstad,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Hallands län,103.01,71.66,31.37,37.733,Slutligt inmätt,511-2804-08,Miljöbalken,Länsstyrelse
2030729,Vargberget,Naturreservat,Gällande,"""2013-03-04T00:00:00.000Z""","""2013-03-27T00:00:00.000Z""","""2013-03-27T00:00:00.000Z""",Västmanlands Län,Skinnskatteberg,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Västmanlands län,37.34,31.26,6.01,31.154,Slutligt inmätt,511-4162-12,Miljöbalken,Länsstyrelse
2042970,Tjärnslåtten,Naturreservat,Gällande,"""2014-10-27T00:00:00.000Z""","""2014-11-17T00:00:00.000Z""","""2014-11-17T00:00:00.000Z""",Jämtlands Län,Strömsund,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Jämtlands län,97.01,97.06,0,76.524,Slutligt inmätt,511-8230-12,Miljöbalken,Länsstyrelse
2000097,Loberget,Naturreservat,Gällande,"""2002-06-03T00:00:00.000Z""","""2003-02-11T00:00:00.000Z""","""2008-03-19T00:00:00.000Z""",Blekinge Län,Karlshamn,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Blekinge län,128.36,125.55,2.82,121.443,Justerad mot fastighetskarta,511-3047-00,Miljöbalken,Länsstyrelse
2002443,Drevfjällen,Naturreservat,Överklagat,"""1992-01-20T00:00:00.000Z""","""1993-10-14T00:00:00.000Z""","""1997-10-20T00:00:00.000Z""",Dalarnas Län,Älvdalen,"Ib, Vildmarksområde (Wilderness Area)",Länsstyrelsen i Dalarnas län,33168.35,31591.06,1566.99,6644.266,Slutligt inmätt,M92/1706/4,Naturvårdslagen,Länsstyrelse
2000877,Långskär,Naturreservat,Gällande,"""1979-04-19T00:00:00.000Z""","""1979-05-17T00:00:00.000Z""","""1979-05-17T00:00:00.000Z""",Stockholms Län,Värmdö,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Skärgårdsstiftelsen i Stockholms län,853.99,33.32,820.95,0,Justerad mot fastighetskarta,11.121-580B-76  0120-02-014,Naturvårdslagen,Länsstyrelse
2004561,Fjärhanaskogen,Naturreservat,Gällande,"""2006-09-06T00:00:00.000Z""","""2006-10-05T00:00:00.000Z""","""2006-10-05T00:00:00.000Z""",Värmlands Län,Torsby,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Värmlands län,24.24,24.21,0,19.623,Slutligt inmätt,511-10521-02 / 511,Miljöbalken,Länsstyrelse
2013459,Älgesta,Naturreservat,Gällande,"""2007-12-10T00:00:00.000Z""","""2008-01-04T00:00:00.000Z""","""2008-01-04T00:00:00.000Z""",Södermanlands Län,Nyköping,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Södermanlands län,79.92,54.06,25.94,19.437,Slutligt inmätt,511-4117-2002,Miljöbalken,Länsstyrelse
2000901,Vårkallhöjden,Naturreservat,Gällande,"""1998-05-04T00:00:00.000Z""","""1998-05-29T00:00:00.000Z""","""2007-10-16T00:00:00.000Z""",Jämtlands Län,Bräcke,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Jämtlands län,26.19,26.17,0,26.163,Slutligt inmätt,511-01743-2007,Miljöbalken,Länsstyrelse
2024654,Janstorpsskogen,Naturreservat,Gällande,"""2010-05-18T00:00:00.000Z""","""2010-10-23T00:00:00.000Z""","""2010-10-23T00:00:00.000Z""",Södermanlands Län,Nyköping,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Nyköpings kommun,102.61,102.77,0,96.178,Ospecificerad,KK09/397,Miljöbalken,Kommun
2000084,Åmma,Naturreservat,Gällande,"""1997-12-05T00:00:00.000Z""","""1998-10-19T00:00:00.000Z""","""2008-04-09T00:00:00.000Z""",Blekinge Län,Olofström,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Blekinge län,62.91,61.61,1.41,52.537,Slutligt inmätt,231-3749-97,Miljöbalken,Länsstyrelse
2002850,Degerliden,Naturreservat,Gällande,"""2004-11-19T00:00:00.000Z""","""2004-12-23T00:00:00.000Z""","""2004-12-23T00:00:00.000Z""",Västerbottens Län,Skellefteå,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Västerbottens län,30.53,30.56,0,30.523,Justerad mot fastighetskarta,511-4177-2000,Miljöbalken,Länsstyrelse
2044528,Kvarnberget,Naturreservat,Gällande,"""2016-02-05T00:00:00.000Z""","""2016-03-14T00:00:00.000Z""","""2016-03-14T00:00:00.000Z""",Västerbottens Län,Skellefteå,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Västerbottens län,50.39,50.41,0,49.793,Slutligt inmätt,511-8758-2011,Miljöbalken,Länsstyrelse
2001430,Strömsberg,Naturreservat,Gällande,"""1991-04-11T00:00:00.000Z""","""1991-07-01T00:00:00.000Z""","""1991-07-01T00:00:00.000Z""",Jönköpings Län,Jönköping,"V, Skyddat landskap/havsområde (Protected Landscape/Seascape)",Jönköpings kommun,235.47,235.48,0,142.449,Ospecificerad,231-4026-91,Naturvårdslagen,Kommun
2000861,Serri,Naturreservat,Gällande,"""1970-02-06T00:00:00.000Z""","""1970-02-06T00:00:00.000Z""","""2005-05-30T00:00:00.000Z""",Norrbottens Län,Jokkmokk,"Ib, Vildmarksområde (Wilderness Area)",Länsstyrelsen i Norrbottens län,3621.48,3494.86,126.66,2652.624,Slutligt inmätt,511-9242-04,Miljöbalken,Länsstyrelse
2010946,Årbolsfjället,Naturreservat,Gällande,"""2015-09-22T00:00:00.000Z""","""2015-10-23T00:00:00.000Z""","""2015-10-23T00:00:00.000Z""",Västra Götalands Län,Mellerud,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Västra Götalands län,64.67,64.39,0.16,63.43,Slutligt inmätt,511-4861-2012,Miljöbalken,Länsstyrelse
2042907,Korstjärnsmyran,Naturreservat,Gällande,"""2014-12-10T00:00:00.000Z""","""2015-01-03T00:00:00.000Z""","""2015-01-03T00:00:00.000Z""",Västernorrlands Län,Timrå,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Västernorrlands län,278.33,267.7,12.46,133.039,Slutligt inmätt,511-1063-14,Miljöbalken,Länsstyrelse
2013445,Väster-Ottsjön,Naturreservat,Gällande,"""2007-10-24T00:00:00.000Z""","""2008-09-04T00:00:00.000Z""","""2008-09-04T00:00:00.000Z""",Jämtlands Län,Krokom,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Jämtlands län,43.87,43.47,0.41,26.328,Slutligt inmätt,511-10651-07,Miljöbalken,Länsstyrelse
2014832,Tränningen,Naturreservat,Gällande,"""2011-11-30T00:00:00.000Z""","""2011-12-27T00:00:00.000Z""","""2011-12-27T00:00:00.000Z""",Västra Götalands Län,"Borås, Vårgårda","Ia, Strikt naturreservat (Strict Nature Reserve)",Västkuststiftelsen,195.91,159.11,36.69,114.924,Slutligt inmätt,511-14690-2007,Miljöbalken,Länsstyrelse
2030709,Djuptjärnkullen,Naturreservat,Gällande,"""2012-08-20T00:00:00.000Z""","""2012-09-14T00:00:00.000Z""","""2012-09-14T00:00:00.000Z""",Västerbottens Län,Åsele,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Västerbottens län,66.79,64.31,2.45,59.634,Slutligt inmätt,511-8752-2011,Miljöbalken,Länsstyrelse
2014335,Svarthavet,Naturreservat,Gällande,"""2009-08-11T00:00:00.000Z""","""2009-09-22T00:00:00.000Z""","""2009-09-22T00:00:00.000Z""",Värmlands Län,Arvika,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Värmlands län,87.61,79.69,7.96,74.256,Slutligt inmätt,511-13932-02,Miljöbalken,Länsstyrelse
2000809,Kleva klintar,Naturreservat,Gällande,"""1956-07-20T00:00:00.000Z""","""1956-08-10T00:00:00.000Z""","""1956-08-10T00:00:00.000Z""",Västra Götalands Län,Falköping,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Västra Götalands län,7.39,7.35,0,0.086,Justerad mot fastighetskarta,"III Ö-55-56, R 11-1-67, 11.131-65-81",Naturvårdslagen,Länsstyrelse
2002438,Svartbäcksmåla,Naturreservat,Gällande,"""2003-11-05T00:00:00.000Z""","""2003-11-27T00:00:00.000Z""","""2003-11-27T00:00:00.000Z""",Kalmar Län,Nybro,"0, Områden som ej kan klassificeras enligt IUCN: s system.",Nybro kommun,347.21,344.93,2.18,283.677,Justerad mot fastighetskarta,03/0206,Naturvårdslagen,Kommun
2001022,Norrdal,Naturreservat,Gällande,"""1997-01-10T00:00:00.000Z""","""1997-01-31T00:00:00.000Z""","""2010-01-01T00:00:00.000Z""",Norrbottens Län,"Arvidsjaur, Piteå","Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Norrbottens län,52.95,51.33,1.61,34.668,Slutligt inmätt,511-6429-09,Miljöbalken,Länsstyrelse
2002338,Moens naturskog,Naturreservat,Gällande,"""1975-05-06T00:00:00.000Z""","""1975-06-03T00:00:00.000Z""","""2009-01-03T00:00:00.000Z""",Jönköpings Län,Värnamo,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Jönköpings län,32.32,32.31,0.03,32.247,Slutligt inmätt,511-17504-06,Miljöbalken,Länsstyrelse
2014999,Vargen,Naturreservat,Gällande,"""2009-11-25T00:00:00.000Z""","""2009-12-28T00:00:00.000Z""","""2009-12-28T00:00:00.000Z""",Västerbottens Län,Lycksele,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Västerbottens län,390.14,384.87,5.28,232.023,Slutligt inmätt,511-10239-2009,Miljöbalken,Länsstyrelse
2000454,Knösö,Naturreservat,Gällande,"""1982-03-10T00:00:00.000Z""","""1982-06-18T00:00:00.000Z""","""2008-03-10T00:00:00.000Z""",Blekinge Län,Karlskrona,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Karlskrona kommun,67.38,37.93,29.46,16.672,Slutligt inmätt,11.126-1132-79,Miljöbalken,Länsstyrelse
2002085,Ametistsjön Ärten,Naturreservat,Gällande,"""1976-06-21T00:00:00.000Z""","""1976-06-21T00:00:00.000Z""","""1976-06-21T00:00:00.000Z""",Dalarnas Län,Vansbro,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Dalarnas län,80.66,48.59,31.96,34.108,Slutligt inmätt,11.1211-920-76,Naturvårdslagen,Länsstyrelse
2002487,Hundfjället,Naturreservat,Gällande,"""1994-11-28T00:00:00.000Z""","""1995-01-01T00:00:00.000Z""","""1995-01-01T00:00:00.000Z""",Dalarnas Län,Malung,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Dalarnas län,579.1,579.15,0,295.228,Justerad mot fastighetskarta,231-1120-94,Naturvårdslagen,Länsstyrelse
2001017,Solberget domänreservat,Naturreservat,Gällande,"""1997-01-10T00:00:00.000Z""","""1997-01-31T00:00:00.000Z""","""1997-01-31T00:00:00.000Z""",Norrbottens Län,Jokkmokk,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Norrbottens län,73.4,73.41,0,49.71,Slutligt inmätt,2312-11582-96,Naturvårdslagen,Länsstyrelse
2044811,Skarpnäs,Naturreservat,Överklagat,"""2015-10-19T00:00:00.000Z""","""2017-01-20T00:00:00.000Z""","""2017-01-20T00:00:00.000Z""",Stockholms Län,Nacka,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Nacka kommun,246.38,223.31,23.04,148.287,Justerad mot fastighetskarta,KFKS 2010/292-265,Miljöbalken,Kommun
2022909,Eksjöberget,Naturreservat,Gällande,"""2011-05-23T00:00:00.000Z""","""2011-08-29T00:00:00.000Z""","""2011-08-29T00:00:00.000Z""",Dalarnas Län,Älvdalen,"Ib, Vildmarksområde (Wilderness Area)",Länsstyrelsen i Dalarnas län,443.47,439.54,4.04,399.727,Slutligt inmätt,511-9828-09,Miljöbalken,Länsstyrelse
2010911,Krokolaknölen,Naturreservat,Gällande,"""2010-11-15T00:00:00.000Z""","""2011-02-25T00:00:00.000Z""","""2011-02-25T00:00:00.000Z""",Värmlands Län,Torsby,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Värmlands län,487.74,487.62,0.09,404.877,Slutligt inmätt,511-6211-00,Miljöbalken,Länsstyrelse
2000703,Hagåsen,Naturreservat,Gällande,"""1992-06-15T00:00:00.000Z""","""1992-07-06T00:00:00.000Z""","""1992-07-06T00:00:00.000Z""",Gävleborgs Län,"Ljusdal, Nordanstig","Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Gävleborgs län,266.86,265.61,1.33,236.398,Delvis inmätt,"231-479-92, 32-208, 61-215",Naturvårdslagen,Länsstyrelse
2001856,Kalvtjärnarna,Naturreservat,Gällande,"""1999-11-02T00:00:00.000Z""","""1999-11-02T00:00:00.000Z""","""2007-01-05T00:00:00.000Z""",Västerbottens Län,Dorotea,"Ib, Vildmarksområde (Wilderness Area)",Länsstyrelsen i Västerbottens län,1510.19,1438.74,71.38,749.217,Justerad mot fastighetskarta,511-14210-2006,Miljöbalken,Länsstyrelse
2000163,Gränskäret,Naturreservat,Gällande,"""1974-09-19T00:00:00.000Z""","""1974-10-17T00:00:00.000Z""","""1974-10-17T00:00:00.000Z""",Stockholms Län,Norrtälje,"0, Områden som ej kan klassificeras enligt IUCN: s system.",Länsstyrelsen i Stockholms län,24.13,5.85,18.3,4.64,Justerad mot fastighetskarta,11.121-601-72  0188-02-026,Naturvårdslagen,Länsstyrelse
2000381,Bare mosse,Naturreservat,Gällande,"""1985-01-21T00:00:00.000Z""","""1985-02-11T00:00:00.000Z""","""2015-02-01T00:00:00.000Z""",Västra Götalands Län,"Habo, Tidaholm","Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Västra Götalands län,74.69,74.69,0,42.542,Slutligt inmätt,511-26806-2011,Miljöbalken,Länsstyrelse
2002520,Grävsbuan,Naturreservat,Gällande,"""1998-02-11T00:00:00.000Z""","""1998-06-16T00:00:00.000Z""","""1998-06-16T00:00:00.000Z""",Dalarnas Län,Gagnef,"Ia, Strikt naturreservat (Strict Nature Reserve)",Stiftelsen Gagnefs naturvårdsfond,19.35,19.36,0,17.598,Justerad mot fastighetskarta,"Gagnefs kommun 98-02-11 §28, 230-4570-97",Naturvårdslagen,Kommun
2029849,Bosgårdsbranten,Naturreservat,Gällande,"""2012-02-09T00:00:00.000Z""","""2012-03-09T00:00:00.000Z""","""2012-03-09T00:00:00.000Z""",Jönköpings Län,Jönköping,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Jönköpings län,33.07,33.04,0,31.268,Slutligt inmätt,511-10831-05,Miljöbalken,Länsstyrelse
2041598,Harkerudssjöns gammelskog,Naturreservat,Gällande,"""2016-11-23T00:00:00.000Z""","""2016-12-16T00:00:00.000Z""","""2016-12-16T00:00:00.000Z""",Västra Götalands Län,Munkedal,"Ia, Strikt naturreservat (Strict Nature Reserve)",Västkuststiftelsen,153.87,145.04,8.84,135.512,Slutligt inmätt,511-38157-2013,Miljöbalken,Länsstyrelse
2005611,Lövberget,Naturreservat,Gällande,"""2007-06-01T00:00:00.000Z""","""2007-07-17T00:00:00.000Z""","""2007-07-17T00:00:00.000Z""",Norrbottens Län,Luleå,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Norrbottens län,52.94,52.11,0.89,41.4,Slutligt inmätt,511-10740-06,Miljöbalken,Länsstyrelse
2002917,Älgberget-Björnberget,Naturreservat,Gällande,"""2004-03-24T00:00:00.000Z""","""2004-04-15T00:00:00.000Z""","""2004-04-15T00:00:00.000Z""",Västernorrlands Län,Kramfors,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Västernorrlands län,266.39,266.21,0,255.45,Ospecificerad,511-3185-02,Miljöbalken,Länsstyrelse
2000849,Stor-Räbben,Naturreservat,Gällande,"""1969-11-04T00:00:00.000Z""","""1969-11-04T00:00:00.000Z""","""2007-09-12T00:00:00.000Z""",Norrbottens Län,Piteå,"Ib, Vildmarksområde (Wilderness Area)",Länsstyrelsen i Norrbottens län,10140.7,713.63,9427.1,318.849,Slutligt inmätt,511-15079-00,Miljöbalken,Länsstyrelse
